imdbId,Action,Adventure,Animation,Comedy,Drama,Horror,Romance
386534,0,0,0,0,1,0,0
439491,0,0,0,0,1,0,0
974977,0,0,0,1,0,1,0
455400,0,0,0,1,0,0,1
1967545,0,0,0,0,1,0,1
258470,0,1,0,1,0,0,1
4587740,0,0,0,1,0,0,0
438097,1,1,1,0,0,0,0
2071465,0,1,0,0,1,0,0
1571404,0,0,0,0,1,0,1
4614940,0,0,0,1,1,0,1
206963,0,0,0,1,1,0,1
1286784,1,0,0,0,1,0,0
4505208,0,1,0,1,1,0,0
4708348,0,0,0,0,0,1,0
1139319,0,0,0,1,0,0,0
4919484,0,0,0,0,1,0,0
2490326,0,0,0,1,0,1,0
893509,0,0,0,1,0,0,0
1956620,0,0,0,1,0,0,1
1372301,0,0,1,0,1,0,0
3458776,0,0,0,0,1,0,0
319836,0,0,0,0,1,0,0
381392,0,0,0,0,1,0,1
450664,0,0,0,1,0,0,1
1461249,0,0,0,0,1,0,0
318403,0,1,1,1,0,0,0
457475,1,0,0,0,0,0,0
1488181,0,1,1,1,0,0,0
477139,0,0,0,1,1,0,0
4430136,0,0,0,1,1,0,1
259340,0,0,0,1,0,0,1
2111392,1,0,0,0,1,1,0
2191861,0,0,0,1,0,0,1
357470,0,0,0,1,1,0,1
2414046,0,0,0,1,1,0,0
3344922,0,0,0,0,1,0,0
376968,0,0,0,0,1,0,0
2059171,0,0,0,0,0,1,0
477072,0,0,0,1,0,0,1
2345613,0,0,0,0,0,1,0
3754940,0,0,0,1,1,0,0
4718770,0,1,0,0,0,0,0
399934,0,0,0,0,1,1,1
1670388,0,0,0,1,1,0,0
340012,0,0,0,1,1,0,1
860866,0,0,0,0,1,0,1
454921,0,0,0,0,1,0,0
290662,0,0,0,1,1,0,0
3512900,0,0,0,1,1,0,1
3508840,1,0,0,0,1,0,0
397312,1,0,0,1,0,0,0
1391034,0,0,0,0,0,1,0
384810,0,0,0,1,1,0,0
1237838,0,0,0,1,0,0,0
2418510,0,0,0,0,1,0,0
443706,0,0,0,0,1,0,0
1808587,0,0,0,1,1,0,0
411475,1,0,0,0,1,0,0
804497,0,0,0,1,1,0,1
3017864,1,0,1,0,0,0,0
1385826,0,0,0,0,0,0,1
499603,0,0,0,1,1,0,0
1827528,0,0,0,0,1,0,1
1074929,0,0,0,0,1,0,1
1059969,0,0,0,1,1,0,0
1191971,1,0,0,0,0,1,0
1609145,0,0,0,0,1,0,0
1620933,1,0,0,0,0,0,0
1791528,0,0,0,1,1,0,0
207198,1,0,0,1,1,0,0
4392726,0,0,0,1,0,0,1
1981115,1,1,0,0,0,0,0
904049,0,0,0,1,0,1,0
1091616,0,0,0,1,1,0,0
762104,0,0,0,1,0,0,0
162983,0,0,0,1,1,0,0
493949,0,1,0,1,0,0,0
2062555,0,0,0,0,1,0,0
386669,0,0,0,0,1,0,1
499484,0,0,0,0,1,0,0
2224317,0,0,0,0,1,0,1
2095657,0,0,0,0,1,0,1
439817,0,0,0,0,1,0,0
311361,1,0,0,1,0,1,0
1629757,0,0,0,0,1,0,0
1143148,0,0,0,1,1,0,0
1173687,0,0,0,0,1,0,0
2916510,0,0,0,1,1,0,0
475331,0,0,0,0,1,0,1
3861006,0,0,0,0,1,0,1
2398231,0,0,0,0,1,0,0
4071282,0,0,0,0,0,1,0
339071,0,0,0,1,0,0,1
2419986,0,0,0,1,0,0,1
462023,0,0,0,0,1,0,0
2181814,0,0,0,1,1,0,0
268978,0,0,0,0,1,0,0
2231489,1,0,1,0,0,0,0
427309,0,0,0,0,1,0,1
2554270,1,0,0,1,1,0,0
2381941,0,0,0,1,1,0,0
419984,0,0,0,1,0,0,1
1388903,0,0,0,1,1,0,0
485323,1,1,1,0,0,0,0
248617,0,0,0,0,1,0,1
1790869,0,0,0,0,0,1,0
974613,0,0,0,0,1,0,0
258885,0,0,0,0,1,0,0
1742336,0,0,0,1,1,0,0
2332579,0,1,0,1,0,0,1
1876360,0,0,0,1,1,0,0
1172233,0,0,0,0,1,0,0
2326574,0,0,0,0,1,0,0
2281345,0,0,0,1,1,0,0
488798,0,0,0,1,1,0,0
405336,0,0,0,1,0,0,0
1831611,0,0,0,1,0,0,0
1503149,0,0,0,0,1,0,0
2990756,0,0,0,0,1,0,0
3162938,0,0,0,0,1,0,0
334965,0,0,0,1,0,0,0
266452,0,0,0,1,1,0,0
810916,0,0,0,1,0,0,0
274636,0,1,0,1,1,0,0
806203,0,0,0,0,1,1,0
134847,0,0,0,0,0,1,0
1580346,1,0,0,0,0,0,0
365480,0,0,0,1,1,0,0
380623,0,0,0,1,0,0,1
1851006,0,0,0,1,0,0,0
2567038,0,0,0,0,1,0,0
465430,0,0,0,1,0,1,0
2192016,0,0,0,0,1,0,0
359013,1,1,0,0,0,1,0
382932,0,0,1,1,0,0,0
1675758,1,0,0,0,0,1,0
1658851,0,0,0,1,1,0,0
4791594,0,0,0,0,1,0,0
2573750,1,0,0,0,1,0,0
162222,0,1,0,0,1,0,1
365763,0,0,0,1,0,0,0
1844635,1,0,0,0,0,1,0
926063,0,0,0,1,0,1,0
153464,0,0,0,0,1,0,1
494712,0,0,0,1,0,1,0
1029364,0,0,0,0,1,0,0
1099212,0,0,0,0,1,0,1
2140429,0,0,0,1,0,1,0
4305154,0,0,0,0,1,0,0
1951261,0,0,0,1,0,0,0
982922,0,0,0,0,1,0,0
1139668,0,0,0,0,1,1,0
1365474,0,0,0,0,1,0,1
3038142,0,0,0,0,0,1,0
324158,0,0,0,1,1,0,0
232632,0,0,0,0,1,0,0
390205,0,0,0,0,1,0,0
4685096,1,0,0,0,0,1,0
2458988,0,0,0,0,1,0,0
1833844,0,0,0,0,1,1,0
1371111,0,0,0,0,1,0,0
1188113,0,0,0,0,1,0,0
1883180,0,0,0,1,1,0,0
1937264,0,0,0,0,1,0,1
1606674,0,0,0,1,1,0,0
2166834,1,1,1,0,0,0,0
1470827,0,0,0,0,1,0,0
210217,0,0,0,0,1,0,0
263467,0,0,0,0,1,0,1
1937269,0,0,0,1,0,0,1
1124401,0,0,0,1,1,0,0
422401,0,0,0,1,0,1,0
417844,1,0,0,0,0,0,0
432314,0,0,0,0,1,0,0
831816,1,0,0,0,1,0,0
898367,0,1,0,0,1,0,0
491587,0,0,0,0,1,0,0
807840,0,0,1,0,0,0,0
2324384,0,0,0,0,1,0,0
343660,0,0,0,1,0,0,1
1188992,0,0,0,1,1,0,0
1189349,0,0,0,0,1,0,0
490234,0,0,0,0,1,0,0
765128,0,0,0,0,1,0,0
3725284,0,0,0,0,1,0,0
1827354,0,0,0,1,0,1,0
2140671,0,0,0,0,0,1,0
4767340,0,0,0,1,1,0,0
2991092,0,0,0,0,1,0,1
3398252,1,0,0,0,0,0,0
1401656,0,0,0,0,1,0,1
2070852,0,0,0,1,0,1,0
1411277,0,0,0,0,1,0,0
301390,0,0,0,0,1,0,1
365885,0,0,0,1,1,0,0
790736,1,0,0,1,0,0,0
1972779,0,0,0,0,1,0,1
301163,0,0,0,0,1,1,0
1442512,1,0,0,1,0,0,0
403452,0,0,0,1,1,0,0
219822,0,0,0,1,1,0,0
1424746,0,0,0,1,0,0,1
1236370,1,0,0,0,0,0,1
1346961,0,0,0,0,1,1,1
1232829,1,0,0,1,0,0,0
1980218,0,0,0,1,1,0,1
444682,0,0,0,0,0,1,0
3522806,1,1,0,0,0,0,0
1225831,0,0,0,0,1,0,0
295001,0,0,0,1,0,0,1
372814,0,0,0,0,1,0,1
270259,0,0,0,0,1,0,0
492486,0,0,0,1,0,1,0
2155391,0,0,0,0,0,1,0
2474958,0,0,0,1,0,0,0
404203,0,0,0,0,1,0,1
2776106,0,0,0,0,1,0,1
346800,0,0,0,0,1,0,1
200550,0,0,0,1,1,0,0
1630061,0,0,0,0,1,0,0
3982118,0,1,0,1,1,0,0
1251743,1,0,0,1,1,0,0
1329454,1,0,0,0,0,0,0
1528769,1,0,0,1,0,0,0
365149,0,0,0,1,0,0,0
1626201,0,0,0,0,0,1,0
323630,0,0,0,0,1,1,0
1995341,0,0,0,1,1,0,0
1975269,0,0,0,1,0,0,0
430770,0,0,0,1,1,0,0
3534838,0,0,0,1,0,1,0
278475,0,0,1,0,0,1,0
3098306,0,0,0,1,0,0,1
3663040,1,0,0,0,1,0,0
2386285,0,0,0,0,1,0,0
2381931,0,0,0,0,1,0,0
4437640,1,1,1,0,0,0,0
411477,1,1,0,0,0,0,0
271884,0,0,0,0,1,0,0
352465,0,0,0,0,1,0,1
2405862,0,1,0,0,0,0,0
1264904,0,0,0,1,0,0,0
1935785,0,0,0,0,0,1,0
2328745,0,1,0,0,0,0,0
2139555,0,0,0,1,0,0,1
1734548,0,0,0,1,0,0,1
441796,0,0,0,0,0,1,0
1486193,1,0,0,0,1,0,0
489327,0,0,0,1,1,0,1
465142,0,0,0,1,0,0,0
887971,0,0,0,0,1,0,0
1426357,0,0,0,0,1,0,0
471395,0,0,0,1,1,0,1
3859304,0,0,0,1,1,0,0
3975556,0,0,0,0,1,0,0
2095649,0,0,0,0,1,0,1
1188983,0,0,0,0,1,0,0
1441395,0,0,0,0,1,1,0
391728,0,0,0,1,1,0,1
2946582,0,0,1,0,0,0,0
322674,0,0,0,0,1,0,1
462477,0,0,0,0,1,0,0
2072910,0,1,0,0,1,0,0
338216,0,0,0,0,1,0,1
467110,1,1,0,1,0,0,0
233841,0,0,0,0,1,0,1
1801096,0,0,0,1,1,0,0
2082415,1,0,0,0,1,0,0
3125652,0,0,0,0,1,0,0
390393,0,0,0,0,0,1,0
373981,0,0,0,1,1,0,0
2167056,0,0,0,1,0,0,0
2107861,0,0,0,0,0,0,1
453548,0,0,0,0,1,0,1
2113820,0,0,0,1,1,0,0
248845,0,0,0,1,1,0,0
3569782,1,0,0,0,1,0,0
3781476,1,1,1,0,0,0,0
2025690,1,0,0,0,1,0,0
1686327,0,0,0,0,0,1,0
334725,0,0,0,1,1,0,0
3687310,0,0,0,0,1,0,0
120753,0,0,0,0,1,0,0
2461520,0,0,0,0,1,0,0
240380,0,0,0,0,1,1,0
800240,0,0,0,0,1,0,0
3627572,0,1,0,1,0,0,0
1671616,0,0,0,1,1,0,0
2390253,0,0,0,0,1,0,1
1359553,0,0,0,0,1,0,0
259822,0,0,0,0,1,0,0
395571,0,0,0,0,1,0,0
3779028,1,0,0,0,1,0,0
2024506,0,0,0,1,1,0,0
1506448,0,0,1,0,0,0,0
402223,0,0,0,0,1,0,1
387877,0,0,0,0,1,0,0
1346983,0,0,0,0,1,0,1
952640,0,0,1,1,0,0,0
260332,0,0,0,1,1,0,0
3322364,0,0,0,0,1,0,0
186566,1,1,0,0,0,0,0
1255953,0,0,0,0,1,0,0
347449,0,0,0,1,1,0,0
283897,0,0,0,0,1,0,1
281680,0,0,0,0,1,0,1
837137,1,1,1,0,0,0,0
2712878,0,0,0,0,1,0,0
4215332,0,0,1,0,0,0,0
1694118,1,0,0,0,1,0,0
2105044,0,0,0,0,0,1,0
813789,0,1,0,0,1,0,0
416499,1,0,0,0,1,0,0
796307,0,1,0,0,1,0,0
1285246,0,0,0,0,1,0,1
437777,0,0,0,1,1,0,1
3735246,1,0,0,0,1,0,0
465666,0,0,0,1,1,0,1
1397265,0,0,0,0,1,0,0
1935940,0,0,0,1,0,0,0
450827,0,0,0,0,0,1,0
377556,0,0,0,1,1,0,0
3567288,0,0,0,0,0,1,0
284363,0,0,0,1,1,0,1
1477675,1,0,0,0,0,0,0
160710,0,0,0,1,0,0,1
403645,0,0,0,0,1,0,0
1182908,1,0,0,1,0,0,0
349825,0,0,0,0,1,0,0
2140373,0,0,0,1,1,0,0
205461,0,1,0,1,1,0,0
783238,0,0,0,0,1,0,0
4635372,0,0,0,0,1,0,1
780536,0,0,0,1,1,0,0
3253740,0,0,0,0,1,0,0
361089,0,1,1,1,0,0,0
358590,0,0,0,0,1,0,1
1814621,0,0,0,1,1,0,1
1229367,0,0,0,0,1,0,0
808276,0,0,0,0,1,1,0
871426,0,0,0,1,0,0,1
4159182,0,0,0,0,1,0,0
3247714,1,0,0,0,0,0,0
3139756,0,0,0,0,0,1,0
1430626,0,1,1,1,0,0,0
3033948,0,0,0,0,1,1,0
456630,0,0,0,0,0,1,0
1907639,1,0,0,0,1,0,0
1528764,1,0,0,0,0,0,0
271461,0,0,0,1,1,0,0
1990314,0,0,0,1,1,0,0
477857,1,0,0,0,1,0,0
1756791,0,0,0,0,1,0,0
1107816,0,0,0,0,0,1,0
1136608,1,0,0,0,0,0,0
3544082,0,0,0,0,1,0,1
397078,0,0,0,1,0,0,1
352248,0,0,0,0,1,0,0
423382,0,0,0,1,1,0,0
301167,0,0,0,1,1,0,0
279783,0,0,0,1,1,0,0
319728,0,0,0,0,0,1,0
2231646,0,0,0,0,0,1,0
768218,0,1,0,1,1,0,0
2596918,0,0,0,0,1,0,0
1648204,0,0,0,1,1,0,0
3511542,1,0,0,0,0,0,0
326600,1,0,0,0,0,0,1
365514,1,0,0,0,1,0,0
1080016,1,1,1,0,0,0,0
1034389,1,1,0,0,1,0,0
304729,0,0,0,0,1,0,1
2182001,0,0,0,0,1,0,0
961722,0,0,0,1,0,1,0
817544,0,0,0,0,1,0,1
305711,0,0,0,1,0,0,1
191133,0,0,0,1,1,0,0
314226,1,0,0,0,0,0,0
398872,0,1,1,1,0,0,0
3465074,1,0,0,0,0,0,0
267440,0,0,0,0,0,1,0
1270798,1,1,0,0,0,0,0
4294052,1,0,0,0,1,0,0
227277,0,0,0,0,1,0,1
471094,0,0,0,0,1,0,0
880648,0,0,0,0,1,0,0
2625948,1,0,0,0,0,1,0
825236,0,0,0,1,1,0,1
923824,0,0,0,0,0,1,0
2991224,0,0,0,0,1,0,0
2297164,0,0,0,1,1,0,0
775529,0,0,0,1,1,0,0
2474310,0,0,0,0,1,0,1
2168180,0,0,0,0,1,0,0
1987028,1,0,0,0,0,1,0
1476250,0,1,1,0,0,0,0
2444946,0,0,0,0,1,0,0
2372222,1,0,0,0,0,0,1
1513892,0,0,0,1,1,0,1
491399,0,0,0,0,0,1,0
805564,0,0,0,1,1,0,1
295168,0,0,0,1,1,0,0
1479269,0,0,0,0,1,0,0
304676,0,0,0,0,0,1,0
991167,0,0,0,1,0,0,0
4616014,1,0,0,0,1,0,0
1590962,0,0,0,1,1,0,0
338075,0,1,0,1,1,0,0
376874,0,0,0,1,1,0,0
910572,0,0,0,0,0,0,1
1206086,1,0,0,0,1,0,0
4729754,1,1,1,0,0,0,0
349467,0,0,0,0,1,0,0
318374,0,0,0,0,1,0,0
1424366,0,0,0,0,1,0,0
271383,0,1,0,1,0,0,0
499375,0,0,0,0,1,0,0
3874424,0,0,0,0,1,1,0
366527,0,0,0,1,1,0,0
420757,0,0,0,1,1,0,0
905329,0,0,0,0,1,0,0
435651,0,0,0,0,1,0,1
252133,1,0,0,0,1,0,0
431021,0,0,0,0,0,1,0
1362058,1,0,0,1,0,0,0
3560546,0,0,0,0,0,1,0
1052027,0,0,0,1,0,0,0
1268809,1,0,0,1,0,1,0
1260567,0,0,0,0,0,1,0
2472432,0,0,0,0,1,0,0
489049,0,1,0,1,1,0,0
253225,0,0,0,1,1,0,1
1679276,0,1,0,1,0,0,0
1838722,0,0,0,0,0,1,0
1114740,1,0,0,1,0,0,0
387541,1,1,0,0,1,0,0
1662628,0,0,0,0,0,1,0
2241676,0,0,0,0,1,0,1
3515524,0,0,0,1,1,0,0
337563,0,0,0,1,0,0,1
478087,0,0,0,0,1,0,0
2567000,0,0,0,0,1,0,0
1433826,0,0,0,0,1,0,0
4219130,1,0,1,0,0,0,0
3161960,0,0,0,0,1,0,0
4191054,0,1,1,1,0,0,0
1536410,0,0,0,0,1,0,0
1781769,0,0,0,0,1,0,1
1292644,0,0,0,0,0,0,1
344510,0,0,0,0,1,0,1
396171,0,0,0,0,1,0,0
1303829,1,0,0,0,1,0,0
1634524,0,0,0,0,1,0,1
3469284,1,0,0,0,0,1,0
425326,0,0,0,1,1,0,1
1720263,0,0,0,0,1,0,1
1468321,0,0,1,0,0,0,0
1249453,1,0,0,0,0,0,0
1075114,0,0,0,1,1,0,1
4851640,1,0,0,0,1,0,0
233469,1,0,0,0,1,0,0
2192582,0,0,0,1,1,0,0
1614950,0,0,0,0,1,0,0
2043933,0,0,0,0,1,0,0
4073890,1,0,0,0,0,0,0
1093357,1,1,0,0,0,1,0
1663143,0,1,0,1,0,0,0
425094,0,0,0,0,1,0,0
1083448,0,0,0,1,1,0,0
484831,0,1,0,1,1,0,0
1158933,0,0,0,0,1,0,0
3697626,0,0,0,1,0,0,0
1013743,1,0,0,1,0,0,1
1512235,0,0,0,1,1,0,0
2011953,0,0,0,0,1,0,1
2994190,0,0,0,0,1,0,0
312773,1,0,0,0,1,0,0
1937449,0,0,0,0,1,0,0
1758570,1,0,0,0,0,0,0
249538,0,0,0,0,1,0,1
3032282,0,0,0,0,1,0,0
2265398,0,0,0,1,1,0,1
2057392,0,0,0,0,1,0,0
807726,0,0,0,0,1,0,0
1343712,1,0,1,0,1,0,0
1389762,1,0,1,1,0,0,0
5133572,0,0,0,1,0,0,1
396690,0,0,0,0,1,0,1
1498569,0,0,0,0,1,0,1
1669698,0,0,1,0,1,0,0
1016075,0,0,0,1,1,0,0
1629705,1,1,0,0,0,0,0
2654124,1,0,1,0,0,0,0
828158,1,0,0,0,1,0,0
1438522,0,0,0,0,0,1,0
1743985,1,0,0,0,1,0,0
986264,0,0,0,0,1,0,0
1481572,0,0,0,1,1,0,1
3882000,0,1,0,1,1,0,0
2510998,0,0,0,1,0,0,0
1625150,0,0,0,0,1,0,1
235618,0,0,0,1,1,0,0
250202,0,0,0,1,0,0,1
800308,0,0,0,0,1,0,1
1543920,1,1,1,0,0,0,0
1925431,1,0,0,0,1,0,0
866439,0,0,0,1,0,0,1
1791682,0,0,0,1,1,0,0
791303,0,0,0,0,1,0,1
1092026,0,1,0,1,0,0,0
1107859,1,0,0,0,1,0,0
351382,0,0,1,1,0,0,0
204350,0,0,0,1,0,0,0
2924590,0,0,0,0,1,0,1
4262142,0,0,0,0,1,0,0
825232,0,1,0,1,1,0,0
1094666,0,0,0,0,1,0,0
2122313,0,0,0,0,1,1,0
831386,0,0,0,0,1,0,0
1808197,0,0,0,0,1,0,1
1568346,0,0,0,0,1,0,0
331632,0,1,0,1,0,0,0
1928330,1,0,0,1,0,0,0
307639,0,0,0,0,1,0,0
286493,0,0,0,0,1,0,0
960835,1,0,0,0,0,0,0
1617661,1,1,0,0,0,0,0
460745,0,0,0,1,1,0,1
3332064,0,1,0,0,0,0,0
460791,0,1,0,1,1,0,0
870984,0,0,0,0,1,1,0
1217613,1,0,0,0,0,0,0
2956666,0,0,0,1,0,0,0
2659414,0,0,0,1,1,0,0
3058618,0,0,0,0,1,0,0
3754322,1,0,0,0,1,0,0
314121,1,1,0,1,0,0,0
1698008,1,0,0,1,0,0,0
1167611,0,0,0,0,1,0,0
1484521,0,0,0,1,0,0,1
1064215,0,0,0,0,1,0,1
1767354,0,0,0,1,0,1,0
357169,0,0,0,1,1,0,0
243415,1,0,0,0,1,0,0
1781947,0,0,0,0,0,1,1
1682949,0,0,0,1,1,0,0
4613272,0,0,0,0,1,0,0
314676,0,0,0,1,0,0,0
2549540,1,1,1,0,0,0,0
1152758,0,0,0,0,1,0,0
1629377,0,0,0,0,0,1,0
1780798,0,0,0,0,0,1,0
1528071,0,0,0,0,1,1,0
246593,0,0,0,1,1,0,0
264616,0,0,0,0,1,0,0
3013160,1,1,0,0,0,0,0
5184298,0,1,1,0,0,0,0
2356180,0,0,0,0,1,0,0
1204342,0,1,0,1,0,0,0
323120,0,0,0,0,1,0,1
1422674,0,0,0,0,0,1,0
3086582,0,0,0,0,1,0,1
5668196,0,0,0,1,1,0,1
244000,1,0,0,0,0,0,0
486051,0,0,0,0,1,1,0
3775086,1,0,0,1,0,0,0
367479,1,0,0,1,0,0,0
463352,0,0,0,1,0,0,0
3148502,0,0,0,1,1,0,1
2272350,0,1,0,0,1,1,0
1224449,0,0,0,1,0,0,1
1375666,1,1,0,0,0,0,0
387549,0,0,0,0,0,1,0
814022,1,0,0,0,0,0,0
1405365,0,0,0,1,1,0,1
2626964,0,0,0,0,1,0,0
327056,0,0,0,0,1,0,0
377059,0,0,0,0,1,0,1
1294141,1,0,0,1,0,0,0
4872162,1,0,0,0,0,0,0
181836,1,0,0,1,0,0,0
2205697,0,0,0,1,1,0,1
2210463,1,1,0,0,0,1,0
1190539,1,0,0,0,0,0,0
456912,1,0,0,0,1,0,0
1185264,0,0,0,0,0,1,0
2140141,1,0,1,0,0,0,0
384929,0,0,0,0,1,0,1
3114132,0,0,0,1,1,0,1
3132632,0,0,0,1,0,0,0
1706365,0,0,0,1,0,1,0
2431286,0,0,0,0,1,0,0
246500,0,0,0,1,0,0,0
146882,0,0,0,1,1,0,0
1986204,0,0,0,0,1,0,1
1335975,1,1,0,0,1,0,0
385586,0,0,1,1,0,0,0
450259,0,1,0,0,1,0,0
245501,0,0,0,0,1,0,0
1179855,1,0,0,0,1,0,0
857376,1,0,0,0,0,1,0
371823,0,1,1,1,0,0,0
423372,0,0,0,0,1,0,0
1790621,0,0,0,1,0,0,1
267281,0,0,0,1,0,0,1
2257602,0,0,0,0,1,0,0
362269,0,0,0,0,1,0,1
1742044,0,0,0,0,1,0,0
2170593,0,0,0,1,1,0,0
1320291,0,0,0,0,0,1,0
431340,0,0,0,1,0,1,0
120913,1,1,1,0,0,0,0
1679290,0,0,0,1,1,0,0
3057572,0,0,0,0,1,0,0
473028,0,0,0,1,0,0,1
1179259,0,1,0,1,1,0,0
1043852,0,0,1,1,0,0,0
1407052,0,0,1,0,1,0,0
306734,0,0,0,1,1,0,1
3877674,0,0,0,1,1,0,0
205873,0,0,0,1,1,0,0
3596492,0,0,0,1,1,0,0
1784458,0,0,0,0,1,0,0
2486630,0,0,0,0,0,1,0
893397,0,0,0,0,1,0,1
364751,0,1,0,1,0,0,0
3727096,0,0,0,0,1,0,0
1019454,0,0,0,0,1,0,0
424205,0,0,0,0,1,0,0
1592525,1,1,0,0,0,0,0
2223990,0,0,0,0,1,0,0
4669210,0,0,0,1,1,0,0
492956,0,0,0,1,0,0,0
338133,0,0,0,0,1,0,1
4176776,1,0,0,1,0,0,0
1075113,0,0,0,0,1,1,0
193560,1,1,0,0,1,0,0
1095423,1,1,1,0,0,0,0
448124,0,0,0,0,1,0,1
398971,0,0,0,1,0,0,0
157007,0,0,0,0,1,0,0
1348318,0,0,0,0,1,0,1
970452,1,1,0,0,0,0,0
3816458,1,0,0,0,0,1,0
491145,0,0,0,0,0,1,0
1280534,0,0,0,1,0,0,1
2509922,0,1,0,0,1,0,0
3061836,0,1,0,0,0,1,0
985119,0,0,0,0,1,0,0
1251757,0,0,0,1,1,0,0
484090,0,0,0,0,1,1,0
3414954,1,0,0,0,1,0,0
462200,0,0,0,0,1,0,0
1508290,0,0,0,0,1,0,0
2872570,1,1,0,0,0,0,0
1499213,0,0,1,1,0,0,0
403016,1,0,0,0,1,0,1
3125324,0,0,0,0,1,0,1
269461,0,0,0,0,1,0,0
183808,0,0,0,0,1,0,0
471834,0,0,0,0,1,0,1
488085,0,0,0,1,0,0,0
1570970,0,0,0,0,1,0,1
1600058,0,0,0,0,1,0,1
451010,0,0,0,0,0,1,0
139654,0,0,0,0,1,0,0
1124388,0,0,0,1,0,0,1
1071228,0,0,0,0,1,0,0
770752,1,1,0,1,0,0,0
172156,1,0,0,1,0,0,0
1727300,0,0,0,1,1,0,0
458480,0,0,0,0,0,1,0
2737814,0,0,0,0,1,0,0
247638,0,0,0,1,0,0,1
1190722,0,0,0,1,0,0,0
2271563,1,0,0,0,1,0,0
2784134,1,1,0,0,0,0,0
1823059,0,0,0,0,1,0,1
2064865,0,0,0,0,1,0,0
1234719,1,0,0,0,0,0,0
411270,1,0,0,0,1,0,0
986323,0,0,0,1,1,0,1
494834,0,0,0,0,1,0,1
436889,0,0,0,0,1,0,1
800203,0,0,0,0,1,0,1
1682186,0,0,0,0,1,0,0
1361843,0,0,0,0,1,0,0
1174693,0,0,0,1,1,0,1
431308,0,0,0,0,1,0,1
2338846,0,1,0,0,1,0,0
4324302,1,1,1,0,0,0,0
4184878,0,0,0,1,0,0,0
261983,0,0,0,0,0,1,0
